         14001	2024-05-17 09:07:20	1	0	1	0
         14009	2024-05-17 09:07:58	1	0	1	0
         14010	2024-05-17 09:09:10	1	0	1	0
         14002	2024-05-17 09:10:36	1	0	1	0
         14003	2024-05-17 09:12:15	1	0	1	0
         14004	2024-05-17 09:13:43	1	0	1	0
         14005	2024-05-17 09:16:12	1	0	1	0
         14006	2024-05-17 09:17:53	1	0	1	0
         14007	2024-05-17 09:22:14	1	0	1	0
         14008	2024-05-17 09:23:20	1	0	1	0
         14011	2024-05-17 09:26:03	1	0	1	0
         14013	2024-05-17 09:28:57	1	0	1	0
         14012	2024-05-17 09:31:46	1	0	1	0
         14014	2024-05-17 09:32:43	1	0	1	0
         14016	2024-05-17 09:37:06	1	0	1	0
         14083	2024-05-17 09:38:12	1	0	1	0
         14084	2024-05-17 09:39:56	1	0	1	0
         14020	2024-05-17 09:42:58	1	0	1	0
         14017	2024-05-17 09:43:37	1	0	1	0
         14018	2024-05-17 09:44:32	1	0	1	0
         14019	2024-05-17 09:45:12	1	0	1	0
         14021	2024-05-17 09:45:52	1	0	1	0
         14085	2024-05-17 09:46:42	1	0	1	0
         14022	2024-05-17 09:47:21	1	0	1	0
         14015	2024-05-17 09:47:55	1	0	1	0
         14086	2024-05-17 09:48:36	1	0	1	0
         14087	2024-05-17 09:49:21	1	0	1	0
         14088	2024-05-17 09:50:52	1	0	1	0
         14089	2024-05-17 09:52:33	1	0	1	0
         14023	2024-05-17 09:54:58	1	0	1	0
         14024	2024-05-17 09:55:49	1	0	1	0
         14090	2024-05-17 09:56:34	1	0	1	0
         14091	2024-05-17 10:00:23	1	0	1	0
         14026	2024-05-17 10:01:16	1	0	1	0
         14025	2024-05-17 10:01:54	1	0	1	0
         14092	2024-05-17 10:02:40	1	0	1	0
         14027	2024-05-17 10:03:18	1	0	1	0
         14028	2024-05-17 10:03:56	1	0	1	0
         14093	2024-05-17 10:06:35	1	0	1	0
         14094	2024-05-17 10:07:43	1	0	1	0
         14095	2024-05-17 10:08:39	1	0	1	0
         14096	2024-05-17 10:09:42	1	0	1	0
         14029	2024-05-17 10:10:36	1	0	1	0
         14030	2024-05-17 10:11:57	1	0	1	0
         14097	2024-05-17 10:14:35	1	0	1	0
         14031	2024-05-17 10:15:28	1	0	1	0
         14032	2024-05-17 10:16:34	1	0	1	0
         14098	2024-05-17 10:17:21	1	0	1	0
         14099	2024-05-17 10:18:26	1	0	1	0
         14033	2024-05-17 10:19:30	1	0	1	0
         14034	2024-05-17 10:20:27	1	0	1	0
         14035	2024-05-17 10:22:45	1	0	1	0
         14100	2024-05-17 10:24:09	1	0	1	0
         14101	2024-05-17 10:25:59	1	0	1	0
         14036	2024-05-17 10:26:52	1	0	1	0
         14103	2024-05-17 10:29:05	1	0	1	0
         14102	2024-05-17 10:29:45	1	0	1	0
         14037	2024-05-17 10:30:36	1	0	1	0
         14038	2024-05-17 10:32:51	1	0	1	0
         14040	2024-05-17 10:33:30	1	0	1	0
         14039	2024-05-17 10:34:17	1	0	1	0
         14104	2024-05-17 10:35:10	1	0	1	0
         14041	2024-05-17 10:36:30	1	0	1	0
         14042	2024-05-17 10:37:34	1	0	1	0
         14107	2024-05-17 10:38:57	1	0	1	0
         14106	2024-05-17 10:39:48	1	0	1	0
         14108	2024-05-17 10:40:21	1	0	1	0
         14105	2024-05-17 10:43:19	1	0	1	0
         14043	2024-05-17 10:43:58	1	0	1	0
         14109	2024-05-17 10:44:40	1	0	1	0
         14044	2024-05-17 10:46:25	1	0	1	0
         14045	2024-05-17 10:47:12	1	0	1	0
         14110	2024-05-17 10:48:21	1	0	1	0
         14111	2024-05-17 10:53:23	1	0	1	0
         14046	2024-05-17 10:54:04	1	0	1	0
         14047	2024-05-17 10:55:29	1	0	1	0
         14112	2024-05-17 10:56:10	1	0	1	0
         14048	2024-05-17 10:56:59	1	0	1	0
         14113	2024-05-17 10:58:09	1	0	1	0
         14049	2024-05-17 10:58:48	1	0	1	0
         14070	2024-05-17 11:03:03	1	0	1	0
         14069	2024-05-17 11:04:26	1	0	1	0
         14050	2024-05-17 11:05:09	1	0	1	0
         14051	2024-05-17 11:05:46	1	0	1	0
         14053	2024-05-17 11:06:21	1	0	1	0
         14052	2024-05-17 11:06:57	1	0	1	0
         14071	2024-05-17 11:07:32	1	0	1	0
         14072	2024-05-17 11:09:36	1	0	1	0
         14055	2024-05-17 11:10:50	1	0	1	0
         14054	2024-05-17 11:11:30	1	0	1	0
         14073	2024-05-17 11:13:21	1	0	1	0
         14057	2024-05-17 11:16:08	1	0	1	0
         14056	2024-05-17 11:17:31	1	0	1	0
         14075	2024-05-17 11:19:01	1	0	1	0
         14076	2024-05-17 11:24:14	1	0	1	0
         14058	2024-05-17 11:25:41	1	0	1	0
         14060	2024-05-17 11:26:23	1	0	1	0
         14077	2024-05-17 11:26:55	1	0	1	0
         14061	2024-05-17 11:28:02	1	0	1	0
         14078	2024-05-17 11:28:48	1	0	1	0
         14059	2024-05-17 11:29:33	1	0	1	0
         14079	2024-05-17 11:30:22	1	0	1	0
         14074	2024-05-17 11:32:27	1	0	1	0
         14080	2024-05-17 11:33:27	1	0	1	0
         14081	2024-05-17 11:35:55	1	0	1	0
         14062	2024-05-17 11:36:26	1	0	1	0
         14082	2024-05-17 11:36:59	1	0	1	0
         14063	2024-05-17 11:38:26	1	0	1	0
         14064	2024-05-17 11:39:14	1	0	1	0
         14066	2024-05-17 11:40:38	1	0	1	0
         14067	2024-05-17 11:41:36	1	0	1	0
         14065	2024-05-17 11:43:38	1	0	1	0
         14068	2024-05-17 11:44:30	1	0	1	0
         14114	2024-05-17 11:46:04	1	0	1	0
         14115	2024-05-17 11:48:42	1	0	1	0
         14131	2024-05-17 11:52:47	1	0	1	0
         14132	2024-05-17 11:54:38	1	0	1	0
         14116	2024-05-17 11:55:22	1	0	1	0
         14133	2024-05-17 11:56:21	1	0	1	0
         14117	2024-05-17 11:57:50	1	0	1	0
         14118	2024-05-17 11:58:58	1	0	1	0
         14136	2024-05-17 12:00:32	1	0	1	0
         14119	2024-05-17 12:02:18	1	0	1	0
         14134	2024-05-17 12:03:04	1	0	1	0
         14120	2024-05-17 12:05:36	1	0	1	0
         14140	2024-05-17 12:06:34	1	0	1	0
         14135	2024-05-17 12:07:35	1	0	1	0
         14139	2024-05-17 12:08:48	1	0	1	0
         14130	2024-05-17 12:13:25	1	0	1	0
         14122	2024-05-17 12:14:14	1	0	1	0
         14121	2024-05-17 12:15:02	1	0	1	0
         14123	2024-05-17 12:16:16	1	0	1	0
         14124	2024-05-17 12:17:45	1	0	1	0
         14126	2024-05-17 12:19:12	1	0	1	0
         14125	2024-05-17 12:22:17	1	0	1	0
         14128	2024-05-17 12:23:02	1	0	1	0
         14127	2024-05-17 12:23:42	1	0	1	0
         14129	2024-05-17 12:26:17	1	0	1	0
         14141	2024-05-17 12:27:24	1	0	1	0
         14143	2024-05-17 12:28:05	1	0	1	0
         14142	2024-05-17 12:31:37	1	0	1	0
         14145	2024-05-17 12:32:19	1	0	1	0
         14146	2024-05-17 12:33:47	1	0	1	0
         14147	2024-05-17 12:35:24	1	0	1	0
         14150	2024-05-17 12:36:28	1	0	1	0
         14149	2024-05-17 12:37:06	1	0	1	0
         14144	2024-05-17 12:39:25	1	0	1	0
         14148	2024-05-17 12:40:17	1	0	1	0
         14157	2024-05-17 12:41:04	1	0	1	0
         14152	2024-05-17 12:42:17	1	0	1	0
         14151	2024-05-17 12:43:04	1	0	1	0
         14154	2024-05-17 12:44:24	1	0	1	0
         14153	2024-05-17 12:45:09	1	0	1	0
             1	2024-05-17 12:47:53	1	0	1	0
         14155	2024-05-17 12:54:46	1	0	1	0
         14156	2024-05-17 12:55:35	1	0	1	0
         14019	2024-05-20 08:13:21	1	0	1	0
         14150	2024-05-20 08:13:30	1	0	1	0
         14116	2024-05-20 08:13:37	1	0	1	0
         14069	2024-05-20 08:13:47	1	0	1	0
         14103	2024-05-20 08:13:58	1	0	1	0
         14005	2024-05-20 08:14:06	1	0	1	0
